NORMSEARCHWORD;SUMMCNT;CNT_WITH_KART;CNT_NOT_FOUND;CNT_NO_KART;QTY_POS;GENART_QTY_POS;GENART_DLNR_QTY_POS;PERCENT_QTY_POS;U4_OE;SA200;SA203FF;IAM_GENART;GENARTNR;GENARTDESCR
"0152280";1;1;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153000369";1;1;0;0;1;1;1;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153000371";2;1;1;0;1;1;1;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153000650";1;1;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153500024";1;1;0;0;1;1;1;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153500026";6;2;4;0;1;1;1;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153500066";2;2;0;0;2;2;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153500080";3;3;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153500128";1;1;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0153500130";3;3;0;0;2;2;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0157473";3;3;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0159435";6;6;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01J301517D";727;702;0;25;93;3;0;3,23;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"018V104991";3;3;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0191087298365";2;2;0;0;1;1;1;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01L321371";76;66;0;10;10;1;0;10;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01L325429B";93;79;0;14;18;7;0;38,89;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01M325429";555;551;0;4;117;11;0;9,40;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01V321371";224;224;0;0;49;10;6;20,41;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01V321376";183;163;1;19;4;1;1;25;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01V321377";51;46;0;5;8;1;1;12,50;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01V321379";120;110;1;9;6;1;1;16,67;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01V325429";491;487;0;4;117;30;10;25,64;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"01V32542901V32137101V32137901V321377WHT000747N90046301";1;1;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"02E305051C";12994;12729;7;258;4250;792;251;18,64;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"02C2C38963";2;2;0;0;1;1;1;100;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"02E305051B";392;372;1;19;63;18;2;28,57;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"02E305051D";1330;1323;0;7;482;67;0;13,90;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"02E398051";2363;2337;0;26;778;127;38;16,32;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0435171772";6;6;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"03L121011P";5895;5803;5;87;1413;2;2;0,14;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0435171750";3;3;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0435171762";8;8;0;0;3;3;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0435171783";2;2;0;0;2;2;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0435171785";2;2;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0435176857";9;8;1;0;3;3;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0435176877";2;2;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0435188362";13;13;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501216243";196;193;0;3;23;10;10;43,48;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501212401";40;40;0;0;7;2;2;28,57;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501213359";18;17;0;1;6;1;1;16,67;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501219037";77;72;0;5;11;8;8;72,73;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501220214";23;22;0;1;5;5;5;100;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501220297";133;133;0;0;28;10;10;35,71;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501220614";79;78;0;1;21;20;20;95,24;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501226590";76;72;0;4;9;7;7;77,78;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0501226591";9;9;0;0;1;1;1;100;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0551500597";3;3;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"05078555AA";19;17;0;2;6;1;0;16,67;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0551500051";2;2;0;0;1;1;1;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0551500598";2;2;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0551501264";1;1;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0551501268";5;4;1;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0551501269";5;5;0;0;2;2;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"098321371";4;4;0;0;2;1;0;50;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"071050676";1;1;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0825064";29;29;0;0;10;10;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0825065";13;12;0;1;5;5;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"096321370";218;208;1;9;53;8;0;15,09;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"097370";131;131;0;0;40;5;0;12,50;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09E321371A";83;80;0;3;16;1;0;6,25;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09D321371";170;163;0;7;20;1;1;5;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09D325435";731;709;1;21;141;31;9;21,99;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09E325429";222;211;1;10;31;8;6;25,81;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09G321370";224;220;0;4;40;2;1;5;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09G325429";402;396;0;6;98;20;0;20,41;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09G325429A";322;306;5;11;63;11;6;17,46;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09G325429B";39;30;0;9;3;1;1;33,33;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09G325429D";40;33;0;7;2;1;0;50;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09G325429S2";3;2;0;1;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09K321370";95;88;6;1;21;6;5;28,57;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09K325429";274;270;0;4;79;26;11;32,91;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09L321371A";414;402;0;12;79;12;7;15,19;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09L325429";1374;1327;0;47;307;113;86;36,81;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09M321370A";81;81;0;0;8;3;0;37,50;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09M325429";512;502;4;6;76;21;9;27,63;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09P321370";109;105;1;3;10;8;0;80;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09P325429";94;92;0;2;9;1;0;11,11;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09Q325429";308;258;16;34;36;23;0;63,89;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"09Q325429KIT3";1;1;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0AM325025";53;17;35;1;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0AM325433D";137;123;0;14;12;3;0;25;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0AM325433E";333;299;0;34;32;4;0;12,50;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0AW301516C";43;41;0;2;7;1;0;14,29;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0AW301516G";19;17;2;0;3;1;0;33,33;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0AW301516H";2164;2110;3;51;452;50;5;11,06;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B5321361C";658;485;3;170;22;1;0;4,55;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B5321371D";38;38;0;0;4;3;0;75;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B5321371E";768;760;0;8;139;21;0;15,11;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B5321371F";233;226;3;4;58;8;0;13,79;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B5325060C";995;938;5;52;147;2;0;1,36;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B5325240B";134;129;1;4;29;4;0;13,79;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B5325330A";4219;4145;3;71;1261;166;11;13,16;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B5325429E";3918;3840;1;77;922;215;0;23,32;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B6325429";177;166;0;11;40;14;8;35;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0B6398747";7;6;1;0;1;1;1;100;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0BH325183B";3007;2955;3;49;986;198;47;20,08;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0BH325183C";22;21;0;1;2;1;0;50;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0BK398009";850;830;0;20;194;116;110;59,79;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0BK398009A";853;838;0;15;246;132;114;53,66;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0BL398009";192;178;1;13;19;17;13;89,47;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0BW398009";27;26;0;1;6;5;2;83,33;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0C8321371";201;194;2;5;41;8;4;19,51;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0C8325435";1123;1106;0;17;253;87;52;34,39;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0C8325443";21;19;0;2;2;1;1;50;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CK321371";649;634;0;15;110;15;0;13,64;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CK321371A";614;598;0;16;149;12;0;8,05;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CK321439";581;422;7;152;74;1;0;1,35;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CK321439A";2144;1978;15;151;367;89;0;24,25;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CK325121D";3174;3086;2;86;487;108;0;22,18;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CK325149D";1958;1907;0;51;297;36;0;12,12;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CK325421A";1305;1284;0;21;172;13;0;7,56;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CM301227";35;24;1;10;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0CM301519";525;501;1;23;83;47;42;56,63;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0D5398009";158;151;0;7;14;13;11;92,86;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0D5398009A";873;842;6;25;128;72;68;56,25;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0D5398009B";739;707;4;28;106;63;62;59,43;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0D5398009C";1361;1334;1;26;289;241;195;83,39;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0D5398010";870;847;2;21;77;10;0;12,99;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0D6398359";335;301;5;29;50;32;19;64;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0D6398359A";202;143;0;59;19;15;15;78,95;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0DR301519A";7;7;0;0;1;1;1;100;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0GC325183";5009;4916;1;92;1577;281;5;17,82;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0GC325183A";13796;13581;3;212;4321;615;11;14,23;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"0GC325183D";5465;5435;0;30;2273;296;3;13,02;0;0;1;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350002";30;28;1;1;4;4;0;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350001";76;74;0;2;13;11;0;84,62;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350001SK";23;23;0;0;4;4;0;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350002SK";9;7;0;2;2;2;0;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350003";117;115;0;2;17;15;3;88,24;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350003SK";22;22;0;0;4;3;0;75;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350003XK";20;20;0;0;2;2;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350004SK";10;10;0;0;3;3;0;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350004XK";7;6;0;1;1;1;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350005";20;20;0;0;2;2;0;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350012";25;24;0;1;3;3;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350012SK";7;7;0;0;1;1;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350012XK";14;14;0;0;1;1;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350013";107;104;0;3;9;9;2;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350013SK";17;17;0;0;4;4;1;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350013XK";13;13;0;0;1;1;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350014";85;84;1;0;15;14;0;93,33;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350014XK";19;19;0;0;2;2;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350015";27;22;0;5;1;1;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350016";83;83;0;0;12;12;2;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350016SK";6;5;0;1;2;1;0;50;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350100";71;71;0;0;10;9;0;90;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350100SK";6;6;0;0;3;2;0;66,67;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350100XK";25;25;0;0;2;2;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350101";46;46;0;0;8;7;0;87,50;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350101XK";16;16;0;0;1;1;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350102";1777;1756;8;13;476;467;8;98,11;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350102144";1;1;0;0;1;1;0;100;0;0;0;0;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350102SK";105;101;0;4;28;19;0;67,86;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350102XK";115;114;0;1;26;25;0;96,15;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350103";590;588;0;2;158;151;5;95,57;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350103SK";44;40;0;4;13;5;0;38,46;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350103XK";62;62;0;0;13;12;0;92,31;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350106";49;49;0;0;6;6;0;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350106SK";13;12;0;1;3;3;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350107";60;57;0;3;8;7;0;87,50;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350108";266;263;0;3;40;40;0;100;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350108SK";64;60;0;4;15;14;2;93,33;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350108XK";32;30;0;2;1;1;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350109";274;268;2;4;51;50;0;98,04;0;0;1;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
"1001350109XK";35;35;0;0;6;6;0;100;0;0;0;1;4921;"Teilesatz, Automatikgetriebe-Ölwechsel"
