GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);HENGST FILTER;FEBI BILSTEIN;MEYLE;SWAG;VAICO;TRUCKTEC AUTOMOTIVE;ORIGINAL Sch?ferbarthold;TCMATIC;AIC;ZF
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350108XK;1;0,0034;0;1;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350109;50;0,1706;0;1;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350109XK;6;0,0205;0;1;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350110;3;0,0102;0;0;1;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350110XK;1;0,0034;0;0;1;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350111;1;0,0034;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350113;1;0,0034;0;0;1;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350114;171;0,5833;0;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350114SK;74;0,2524;0;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350114XK;5;0,0171;0;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350115;193;0,6584;0;1;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350115MYL;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350115SK;31;0,1058;0;1;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350115SK?;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350115XK;27;0,0921;0;1;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350116;643;2,1935;0;1;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350116SK;43;0,1467;0;1;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350116XK;16;0,0546;0;1;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350117;8;0,0273;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350118;15;0,0512;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350120SK;4;0,0136;0;0;1;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350122;10;0,0341;0;0;1;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350122SK;4;0,0136;0;0;1;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350122XK;4;0,0136;0;0;1;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350130;44;0,1501;0;0;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350130SK;8;0,0273;1;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350130XK;2;0,0068;0;0;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350200;129;0,4401;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350200MYL;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350210;13;0,0443;0;0;1;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350214SK;1;0,0034;0;1;1;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350220;8;0,0273;0;0;1;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001360003;3;0,0102;0;1;0;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001360004;1;0,0034;0;1;0;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001361007;1;0,0034;0;1;0;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001361011;3;0,0102;0;1;0;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001370003;1;0,0034;0;1;0;1;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001370005;1;0,0034;0;1;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001370011;1;0,0034;0;0;0;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001371002;1;0,0034;0;1;0;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001371004;1;0,0034;0;0;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001907990;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001924623;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;100250;6;0,0205;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;100253;7;0,0239;0;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;100254;1;0,0034;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1002886543;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1003250100;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1003980001;1;0,0034;0;0;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10046806;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1005941;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1006526;7;0,0239;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10071616;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10071617;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1009300001;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10098;1;0,0034;0;0;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10100253;1;0,0034;0;0;1;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1012307;1;0,0034;0;0;0;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10151636;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10193535;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10194120;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;101965;1;0,0034;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;102142;1;0,0034;0;0;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10214864;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10215911;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10215929;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10217589;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1022329;1;0,0034;0;0;0;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10229734;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10230158;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10230159;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10233841;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10233842;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10235466;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1024339;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1024340;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10286565;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10286570;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10286574;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10296581;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10324671;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10324767;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10324778;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10330248;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;103521408;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;103522681;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;103540664;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1040938;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1040940;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1040946;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104287348;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104287359;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104287360;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104287396;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104287397;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104287400;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104396627;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10467046;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10477148;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104788;2;0,0068;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1049305;1;0,0034;0;0;0;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1049721;1;0,0034;0;0;0;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010002;4;0,0136;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010009;3;0,0102;1;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010011;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010014;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010019;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010020;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010037;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011002;1;0,0034;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011011;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011014;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011019;2;0,0068;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011020;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011075;1;0,0034;0;0;1;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051020003;3;0,0102;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051030001;1;0,0034;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051031001;1;0,0034;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051032001;1;0,0034;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051051001;2;0,0068;0;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060005;4;0,0136;0;1;1;1;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060011;2;0,0068;0;1;1;1;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060026;1;0,0034;0;0;0;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051061005;1;0,0034;0;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051061010;1;0,0034;0;1;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051061012;1;0,0034;0;1;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051061024;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051062018;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051070001;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051070004;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051070005;1;0,0034;0;0;0;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051072002;1;0,0034;0;0;0;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051072005;2;0,0068;0;0;0;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051080004;1;0,0034;0;1;1;1;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051080011;1;0,0034;0;1;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051080012;3;0,0102;1;1;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051081004;1;0,0034;0;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051081012;2;0,0068;0;1;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051083004;1;0,0034;0;1;1;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051090001;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110012;1;0,0034;1;1;1;1;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110013;1;0,0034;1;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110014;1;0,0034;1;1;1;1;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110018;5;0,0171;1;1;1;1;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110021;1;0,0034;1;0;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051111007;1;0,0034;0;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051111015;1;0,0034;0;1;1;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051111018;1;0,0034;0;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10511110184342;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051112018;1;0,0034;0;1;1;1;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051120003;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051181001;1;0,0034;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;105390BEK;1;0,0034;0;0;0;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;105810;1;0,0034;0;0;0;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058298046;4;0,0136;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058298047;1;0,0034;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058361;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058403;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058404;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058414;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058417;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058418;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058423;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;105888;1;0,0034;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298069;13;0,0443;1;1;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298070;12;0,0409;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298072;5;0,0171;0;0;1;0;1;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298073;5;0,0171;0;1;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298073ZF;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060776;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;106088012;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;106088013;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;106108659;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1061209;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10645015;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1066723;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1066726;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10677314;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10677319;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10677322;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10677325;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298054;1;0,0034;0;0;1;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298054ZF;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298061;14;0,0478;0;1;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298062;204;0,6959;1;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298083;104;0,3548;0;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298083ZF;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298084;7;0,0239;0;1;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298085;2;0,0068;0;0;1;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10693999;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1069925;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298027;51;0,174;0;1;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298033;191;0,6516;1;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298033ZF;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298038;111;0,3787;0;1;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298038ZF;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298039;23;0,0785;0;1;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298039ZF;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;107342;6;0,0205;0;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10737388;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;107405;1;0,0034;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1074288;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10755206;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10755299;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1075642;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10768644;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1077053;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1077069;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1077216;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10776191;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;107826;1;0,0034;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1079120804;2;0,0068;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10824309;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10824310;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1084298013;6;0,0205;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1084298014;2;0,0068;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298179;2;0,0068;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298247;3;0,0102;0;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298348;5;0,0171;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298360;96;0,3275;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298360ZF;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298361;77;0,2627;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298362;1;0,0034;0;0;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298364;741;2,5278;0;1;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298364ZF;5;0,0171;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298365;795;2,712;1;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298365ZF;17;0,058;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298368;64;0,2183;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298369;58;0,1979;0;1;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298437;25;0,0853;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298450;1;0,0034;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298451;1;0,0034;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;108862;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1090298006;1;0,0034;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1090298043;1;0,0034;0;0;0;0;0;0;0;0;0;1
