GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);AISIN;Schaeffler LuK;BLUE PRINT;EXEDY;VALEO;JAPANPARTS;HERTH+BUSS JAKOPARTS;WESTLAKE;RYMEC;SACHS
Absolut;;;162805;;138974;159622;137487;154235;155232;98431;116868;110323;145275;156318
Prozent;;;;;85;98;84;95;95;60;72;68;89;96
Kupplungssatz;479;1940;102;0,0627;2;3;1;1;3;2;1;0;1;2
Kupplungssatz;479;107892;133;0,0817;3;3;2;3;6;0;2;0;5;4
Kupplungssatz;479;370;42;0,0258;7;4;2;3;6;3;3;4;5;4
Kupplungssatz;479;120218;25;0,0154;2;1;1;1;1;1;1;0;1;1
Kupplungssatz;479;17783;68;0,0418;6;6;8;6;6;3;2;6;7;7
Kupplungssatz;479;29566;85;0,0522;5;7;4;5;7;0;3;1;2;3
Kupplungssatz;479;16137;1;0,0006;2;2;1;1;2;0;0;1;1;1
Kupplungssatz;479;24523;37;0,0227;1;2;1;1;3;1;1;2;2;2
Kupplungssatz;479;1046;61;0,0375;4;4;1;4;5;3;3;2;3;4
Kupplungssatz;479;23376;12;0,0074;7;6;2;4;7;3;3;4;5;4
Kupplungssatz;479;27565;2;0,0012;0;0;1;0;0;0;0;0;0;0
Kupplungssatz;479;107514;4;0,0025;2;5;4;4;3;0;1;2;2;8
Kupplungssatz;479;19592;4;0,0025;0;2;3;2;2;0;0;0;0;2
Kupplungssatz;479;29948;28;0,0172;4;4;3;2;4;1;2;2;2;5
Kupplungssatz;479;59730;30;0,0184;4;6;5;3;8;1;0;3;8;8
Kupplungssatz;479;7606;77;0,0473;3;3;3;2;4;0;1;3;3;3
Kupplungssatz;479;113668;12;0,0074;2;1;1;1;4;1;1;1;1;1
Kupplungssatz;479;110763;14;0,0086;1;2;1;2;5;1;1;1;0;2
Kupplungssatz;479;23500;16;0,0098;3;2;2;2;3;1;2;3;2;4
Kupplungssatz;479;15938;9;0,0055;1;4;2;1;2;1;1;2;1;2
Kupplungssatz;479;114212;9;0,0055;3;3;2;1;6;2;1;1;1;4
Kupplungssatz;479;33356;2;0,0012;3;5;0;1;4;2;1;1;3;4
Kupplungssatz;479;1,06000327E+11;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;19444;142;0,0872;2;4;3;3;10;0;1;5;7;6
Kupplungssatz;479;10955;12;0,0074;0;2;0;0;3;0;0;0;2;1
Kupplungssatz;479;58770;7;0,0043;1;1;1;1;4;1;1;2;1;2
Kupplungssatz;479;33059;83;0,051;4;4;4;4;6;1;3;3;4;4
Kupplungssatz;479;9810;18;0,0111;2;4;2;1;2;1;1;2;1;1
Kupplungssatz;479;19157;3;0,0018;1;1;0;1;3;2;1;1;0;0
Kupplungssatz;479;7909;48;0,0295;3;8;8;5;15;3;2;5;7;7
Kupplungssatz;479;434;13;0,008;0;2;1;1;1;0;0;1;1;1
Kupplungssatz;479;16631;2;0,0012;0;4;0;6;1;0;0;0;2;2
Kupplungssatz;479;121229;2;0,0012;2;0;0;2;2;0;1;0;2;2
Kupplungssatz;479;16509;6;0,0037;1;1;1;1;2;1;1;2;1;1
Kupplungssatz;479;137711;6;0,0037;0;3;0;0;5;0;0;0;0;3
Kupplungssatz;479;34291;4;0,0025;2;4;0;1;3;0;0;1;3;3
Kupplungssatz;479;130184;11;0,0068;2;3;0;2;7;1;2;2;0;3
Kupplungssatz;479;128190;16;0,0098;4;9;2;6;6;0;1;3;4;4
Kupplungssatz;479;19147;23;0,0141;7;8;4;4;9;2;0;4;8;8
Kupplungssatz;479;25470;6;0,0037;1;2;2;1;4;0;0;0;3;3
Kupplungssatz;479;19573;6;0,0037;5;5;3;3;5;0;1;4;7;5
Kupplungssatz;479;15697;2;0,0012;2;2;1;2;2;2;0;2;2;4
Kupplungssatz;479;114196;3;0,0018;3;4;1;4;2;2;3;1;2;2
Kupplungssatz;479;56222;1;0,0006;0;0;0;1;1;0;0;0;0;0
Kupplungssatz;479;19975;26;0,016;6;8;6;6;5;2;1;3;4;11
Kupplungssatz;479;32039;2;0,0012;2;3;2;2;2;0;0;2;2;4
Kupplungssatz;479;127521;14;0,0086;0;2;1;0;0;1;0;0;2;2
Kupplungssatz;479;55125;14;0,0086;2;2;1;1;2;0;1;2;2;2
Kupplungssatz;479;123350;2;0,0012;0;2;0;1;5;0;0;0;0;2
Kupplungssatz;479;110021;1;0,0006;0;1;0;1;0;0;0;0;0;2
Kupplungssatz;479;100778;1;0,0006;1;1;0;1;3;1;1;1;1;3
Kupplungssatz;479;1775;34;0,0209;1;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;34955;105;0,0645;1;1;1;1;4;1;2;1;1;1
Kupplungssatz;479;19770;1;0,0006;2;2;1;2;3;1;1;0;2;2
Kupplungssatz;479;14840;7;0,0043;6;6;3;6;10;0;0;2;7;6
Kupplungssatz;479;1645;20;0,0123;1;2;1;1;3;0;0;1;1;1
Kupplungssatz;479;126695;1;0,0006;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;26616;9;0,0055;3;2;2;2;4;1;0;3;3;3
Kupplungssatz;479;133682;61;0,0375;3;3;1;2;5;1;2;1;2;3
Kupplungssatz;479;100799;32;0,0197;4;5;5;4;10;0;1;3;3;3
Kupplungssatz;479;4510;13;0,008;1;1;2;1;3;1;1;1;1;1
Kupplungssatz;479;113343;2;0,0012;3;3;2;3;5;0;2;0;5;4
Kupplungssatz;479;5645;4;0,0025;1;2;2;1;4;1;0;4;2;2
Kupplungssatz;479;30837;2;0,0012;2;2;2;3;2;0;0;0;2;2
Kupplungssatz;479;8178;2;0,0012;1;2;0;0;1;0;2;1;0;3
Kupplungssatz;479;14820;10;0,0061;1;3;2;0;6;0;0;1;2;3
Kupplungssatz;479;19617;6;0,0037;8;10;8;10;11;2;4;9;11;6
Kupplungssatz;479;106635;35;0,0215;4;5;6;4;11;0;3;3;5;6
Kupplungssatz;479;126610;6;0,0037;0;2;0;0;3;0;0;0;0;1
Kupplungssatz;479;801390;3;0,0018;0;3;1;0;2;0;0;0;0;0
Kupplungssatz;479;16184;8;0,0049;6;5;7;3;6;0;0;6;5;4
Kupplungssatz;479;22473;149;0,0915;1;1;0;0;1;1;1;1;1;1
Kupplungssatz;479;131656;10;0,0061;0;2;1;2;2;0;1;1;2;1
Kupplungssatz;479;18643;5;0,0031;2;3;1;0;3;0;0;2;0;3
Kupplungssatz;479;59264;3;0,0018;1;1;0;1;2;0;0;1;0;3
Kupplungssatz;479;142232;9;0,0055;0;2;0;2;1;0;1;0;0;2
Kupplungssatz;479;29962;16;0,0098;7;6;1;4;7;3;3;4;5;5
Kupplungssatz;479;17731;16;0,0098;2;2;2;2;2;1;2;2;2;3
Kupplungssatz;479;439;1;0,0006;1;2;1;0;1;0;0;0;1;2
Kupplungssatz;479;18785;14;0,0086;7;4;0;3;6;3;3;4;5;4
Kupplungssatz;479;115186;11;0,0068;1;3;1;2;4;0;1;0;1;1
Kupplungssatz;479;23489;5;0,0031;4;6;0;5;3;1;0;1;2;4
Kupplungssatz;479;111107;2;0,0012;0;2;0;1;2;0;0;0;2;3
Kupplungssatz;479;55;4;0,0025;1;4;1;3;4;0;0;3;2;2
Kupplungssatz;479;8972;22;0,0135;2;1;1;0;5;0;0;0;1;2
Kupplungssatz;479;17792;10;0,0061;2;2;1;1;4;2;0;1;2;3
Kupplungssatz;479;25491;2;0,0012;1;2;2;1;4;0;0;0;3;3
Kupplungssatz;479;19398;2;0,0012;4;5;2;3;3;2;1;2;4;4
Kupplungssatz;479;100831;4;0,0025;0;3;0;2;0;0;0;0;0;0
Kupplungssatz;479;18248;63;0,0387;4;4;5;3;15;2;2;4;6;7
Kupplungssatz;479;3868;1;0,0006;1;2;2;1;2;0;1;1;1;3
Kupplungssatz;479;58609;28;0,0172;4;6;5;6;8;3;4;3;6;6
Kupplungssatz;479;18906;2;0,0012;0;2;1;1;2;1;1;0;1;2
Kupplungssatz;479;17218;6;0,0037;4;3;4;2;1;5;2;1;3;2
Kupplungssatz;479;59728;18;0,0111;1;1;1;1;4;1;1;2;1;2
Kupplungssatz;479;34747;10;0,0061;5;6;3;5;7;3;5;5;5;1
Kupplungssatz;479;53336;26;0,016;4;5;0;3;1;0;1;1;2;0
Kupplungssatz;479;134265;9;0,0055;0;0;0;0;2;0;0;0;0;1
Kupplungssatz;479;11757;37;0,0227;3;3;1;3;4;1;2;1;3;2
Kupplungssatz;479;9905;3;0,0018;1;1;1;1;2;2;1;2;1;1
Kupplungssatz;479;18016;7;0,0043;5;5;5;3;5;1;0;5;6;3
Kupplungssatz;479;120595;17;0,0104;0;3;2;2;3;0;0;0;2;1
Kupplungssatz;479;14105;4;0,0025;4;2;4;2;3;5;3;4;3;2
Kupplungssatz;479;4534;1;0,0006;2;1;1;1;1;2;1;1;0;1
Kupplungssatz;479;15644;15;0,0092;3;3;2;3;3;0;0;2;5;2
Kupplungssatz;479;119918;1;0,0006;3;3;3;3;4;0;1;3;3;3
Kupplungssatz;479;19408;6;0,0037;1;8;2;3;7;0;1;0;4;7
Kupplungssatz;479;33715;17;0,0104;4;3;2;2;3;2;1;0;3;2
Kupplungssatz;479;12030;3;0,0018;2;2;1;2;0;0;2;0;2;2
Kupplungssatz;479;55095;29;0,0178;4;4;4;4;13;0;3;3;5;6
Kupplungssatz;479;153289;2;0,0012;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;9817;25;0,0154;3;4;1;2;2;1;1;0;2;3
Kupplungssatz;479;15834;4;0,0025;2;6;0;0;3;0;0;0;2;2
Kupplungssatz;479;15892;2;0,0012;0;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;14830;7;0,0043;5;6;4;7;9;0;0;3;8;6
Kupplungssatz;479;11762;10;0,0061;6;3;5;3;4;1;0;3;5;3
Kupplungssatz;479;17836;9;0,0055;2;3;5;2;4;1;1;3;1;3
Kupplungssatz;479;138536;2;0,0012;3;2;3;1;1;0;0;1;0;2
Kupplungssatz;479;8716;4;0,0025;2;3;0;1;1;2;0;0;0;0
Kupplungssatz;479;14973;1;0,0006;4;6;2;7;6;0;0;2;8;6
Kupplungssatz;479;28131;15;0,0092;2;1;1;1;2;1;1;2;1;2
Kupplungssatz;479;116074;1;0,0006;1;3;2;9;0;1;1;0;2;2
Kupplungssatz;479;128057;3;0,0018;2;3;0;0;4;2;0;0;4;3
Kupplungssatz;479;115854;2;0,0012;0;0;0;5;5;1;0;0;4;4
Kupplungssatz;479;13927;2;0,0012;1;1;1;2;0;1;0;0;1;2
Kupplungssatz;479;18219;2;0,0012;2;2;2;2;2;3;3;4;2;3
Kupplungssatz;479;137572;3;0,0018;0;1;0;0;7;0;0;0;0;3
Kupplungssatz;479;18102;2;0,0012;3;5;3;3;7;0;0;0;5;2
Kupplungssatz;479;59296;3;0,0018;3;2;2;2;6;2;2;1;2;1
Kupplungssatz;479;57506;1;0,0006;0;1;0;1;0;0;0;0;1;0
Kupplungssatz;479;14896;3;0,0018;0;2;0;0;3;0;0;0;0;1
Kupplungssatz;479;2367;1;0,0006;0;1;0;1;2;0;0;1;1;0
Kupplungssatz;479;6914;1;0,0006;4;4;0;3;5;2;3;1;5;3
Kupplungssatz;479;4599;2;0,0012;1;0;0;0;0;1;0;0;0;1
Kupplungssatz;479;16610;1;0,0006;0;0;0;0;2;0;0;0;0;0
Kupplungssatz;479;16371;1;0,0006;2;2;0;0;2;0;0;0;2;2
Kupplungssatz;479;10819;1;0,0006;2;0;1;1;1;3;0;0;0;0
Kupplungssatz;479;19179;1;0,0006;4;9;6;4;8;1;2;4;5;9
Kupplungssatz;479;129093;4;0,0025;0;1;0;1;2;0;0;0;1;1
Kupplungssatz;479;17327;4;0,0025;2;2;2;2;2;1;2;2;2;2
Kupplungssatz;479;56556;7;0,0043;2;6;2;1;2;0;1;1;1;2
Kupplungssatz;479;8948;1;0,0006;2;2;0;1;2;0;0;1;2;1
Kupplungssatz;479;100518;1;0,0006;0;2;0;2;3;0;0;0;2;1
Kupplungssatz;479;11059;1;0,0006;2;0;2;1;0;1;0;0;1;0
Kupplungssatz;479;100643;1;0,0006;3;2;2;2;4;0;0;0;3;4
Kupplungssatz;479;17253;1;0,0006;2;2;0;0;2;0;0;0;2;2
Kupplungssatz;479;114341;1;0,0006;8;6;5;6;9;0;4;5;6;6
Kupplungssatz;479;19468;154;0,0946;1;4;2;1;2;1;1;2;1;2
Kupplungssatz;479;16063;41;0,0252;8;5;7;5;5;1;1;5;5;5
Kupplungssatz;479;107880;8;0,0049;3;3;2;3;5;0;2;0;5;4
Kupplungssatz;479;19857;119;0,0731;2;2;3;2;2;1;2;3;2;3
Kupplungssatz;479;33395;107;0,0657;1;3;1;1;4;1;1;1;2;2
Kupplungssatz;479;105912;31;0,019;0;5;3;3;2;0;2;0;2;4
Kupplungssatz;479;33398;33;0,0203;1;3;1;1;2;1;1;0;1;3
Kupplungssatz;479;32257;22;0,0135;0;2;2;3;6;0;2;2;5;3
Kupplungssatz;479;29928;65;0,0399;1;2;2;2;3;0;0;0;2;4
Kupplungssatz;479;31153;52;0,0319;0;5;2;4;3;0;0;0;0;2
Kupplungssatz;479;31116;79;0,0485;8;7;3;3;6;1;3;2;3;1
Kupplungssatz;479;15106;27;0,0166;0;1;1;1;1;0;0;0;1;2
Kupplungssatz;479;24525;5;0,0031;1;3;0;1;5;1;1;1;1;1
Kupplungssatz;479;22682;90;0,0553;3;6;6;4;7;0;3;2;4;7
Kupplungssatz;479;15094;6;0,0037;2;5;2;3;4;2;0;3;4;3
Kupplungssatz;479;19657;28;0,0172;3;5;3;3;4;0;0;0;2;7
Kupplungssatz;479;29996;63;0,0387;0;3;3;3;5;0;0;0;2;2
Kupplungssatz;479;58647;19;0,0117;5;6;6;6;9;2;4;6;6;4
Kupplungssatz;479;24463;3;0,0018;2;4;3;3;6;0;1;5;7;6
Kupplungssatz;479;57481;47;0,0289;2;2;3;2;6;1;2;3;2;1
Kupplungssatz;479;23356;3;0,0018;4;4;4;4;4;0;1;4;4;6
Kupplungssatz;479;108444;26;0,016;4;4;3;3;6;3;3;4;5;4
Kupplungssatz;479;27975;1;0,0006;2;2;2;0;2;1;2;0;2;3
Kupplungssatz;479;23355;3;0,0018;4;4;4;4;4;0;1;4;4;6
Kupplungssatz;479;10211;14;0,0086;3;3;2;3;3;0;0;1;0;3
Kupplungssatz;479;15903;31;0,019;1;2;2;1;6;1;1;2;2;1
Kupplungssatz;479;17978;48;0,0295;2;3;4;1;2;1;1;2;2;2
Kupplungssatz;479;11301;15;0,0092;3;3;8;2;2;0;0;3;3;2
Kupplungssatz;479;7904;25;0,0154;9;12;8;11;19;1;6;9;15;10
Kupplungssatz;479;18641;23;0,0141;1;2;1;1;7;1;1;2;2;2
Kupplungssatz;479;9294;2;0,0012;0;4;4;3;3;2;1;2;3;5
Kupplungssatz;479;5263;3;0,0018;2;3;2;1;2;0;1;1;0;2
Kupplungssatz;479;25868;2;0,0012;0;1;1;0;0;0;0;0;0;1
Kupplungssatz;479;8461;65;0,0399;1;7;6;4;10;2;0;4;5;5
Kupplungssatz;479;12894;2;0,0012;1;2;1;0;2;0;0;1;1;1
Kupplungssatz;479;59340;8;0,0049;1;6;1;4;6;1;2;3;2;2
Kupplungssatz;479;113289;3;0,0018;0;2;0;2;3;0;0;0;0;2
Kupplungssatz;479;19500;11;0,0068;1;2;3;1;0;0;1;0;1;1
Kupplungssatz;479;15759;3;0,0018;2;2;1;1;6;0;0;1;2;2
Kupplungssatz;479;100414;7;0,0043;7;4;2;3;6;3;3;3;5;4
Kupplungssatz;479;100581;478;0,2936;1;1;1;1;2;1;1;0;1;2
Kupplungssatz;479;15628;9;0,0055;1;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;5193;53;0,0326;3;3;2;1;3;2;2;3;3;3
Kupplungssatz;479;8962;3;0,0018;0;1;2;1;1;1;0;0;1;1
Kupplungssatz;479;145290;5;0,0031;0;2;0;2;7;0;0;0;0;3
Kupplungssatz;479;4691;5;0,0031;0;6;0;1;5;0;0;0;2;3
Kupplungssatz;479;17841;16;0,0098;1;3;1;2;2;1;0;0;2;1
Kupplungssatz;479;57451;9;0,0055;3;1;2;1;5;1;0;2;2;1
Kupplungssatz;479;17934;3;0,0018;9;11;7;12;12;0;2;9;12;12
Kupplungssatz;479;16718;7;0,0043;5;8;1;4;12;0;0;0;4;8
Kupplungssatz;479;140516;1;0,0006;0;2;0;2;1;0;1;0;0;2
Kupplungssatz;479;145904;1;0,0006;0;2;0;2;0;0;0;0;0;1
Kupplungssatz;479;7610;28;0,0172;2;3;3;2;4;0;1;3;3;0
Kupplungssatz;479;128344;7;0,0043;0;4;0;2;2;0;0;0;0;3
Kupplungssatz;479;9306;13;0,008;2;2;4;2;2;0;1;1;2;3
Kupplungssatz;479;145017;6;0,0037;0;2;0;2;1;0;1;0;0;2
Kupplungssatz;479;19205;43;0,0264;3;2;2;2;1;0;2;2;2;1
Kupplungssatz;479;26602;13;0,008;1;7;2;2;8;5;2;2;2;1
Kupplungssatz;479;32984;5;0,0031;1;1;1;1;3;2;1;1;1;1
Kupplungssatz;479;109341;44;0,027;4;6;3;4;6;3;3;4;5;4
Kupplungssatz;479;135291;35;0,0215;2;3;1;2;5;1;2;1;2;3
Kupplungssatz;479;132528;2;0,0012;0;10;2;6;3;1;1;2;0;0
Kupplungssatz;479;19048;29;0,0178;2;3;3;3;4;0;3;2;3;4
Kupplungssatz;479;14761;35;0,0215;6;6;6;5;6;0;4;3;6;7
Kupplungssatz;479;139824;2;0,0012;0;6;0;2;1;0;1;0;2;3
Kupplungssatz;479;20474;6;0,0037;1;1;1;1;1;1;1;0;1;0
Kupplungssatz;479;142885;5;0,0031;1;2;1;1;2;1;0;0;1;2
Kupplungssatz;479;132161;11;0,0068;2;3;2;2;7;1;2;2;2;3
Kupplungssatz;479;126600;17;0,0104;0;2;2;1;1;0;1;0;3;2
Kupplungssatz;479;58878;46;0,0283;5;8;2;6;7;1;1;5;11;8
Kupplungssatz;479;112925;9;0,0055;3;3;2;3;3;0;2;0;3;4
Kupplungssatz;479;1026;17;0,0104;1;2;2;2;3;0;2;0;2;4
Kupplungssatz;479;54943;2;0,0012;1;1;1;0;6;0;1;1;1;0
Kupplungssatz;479;131237;13;0,008;0;3;0;2;0;0;0;0;2;2
Kupplungssatz;479;22680;28;0,0172;3;6;4;4;10;0;2;2;4;7
Kupplungssatz;479;26631;2;0,0012;5;5;4;3;5;1;0;4;6;3
Kupplungssatz;479;27532;1;0,0006;0;3;2;1;3;0;0;0;2;3
Kupplungssatz;479;16589;14;0,0086;1;2;0;1;1;1;0;1;1;1
Kupplungssatz;479;8321;7;0,0043;2;1;1;1;3;4;1;1;0;2
Kupplungssatz;479;31112;6;0,0037;1;4;1;2;4;1;2;2;1;3
Kupplungssatz;479;145878;1;0,0006;0;3;3;3;1;0;0;1;0;3
Kupplungssatz;479;56145;116;0,0713;2;3;1;2;4;0;1;0;1;2
Kupplungssatz;479;30863;1;0,0006;0;1;1;1;2;0;0;0;1;1
Kupplungssatz;479;127210;15;0,0092;0;4;1;3;4;0;1;0;1;3
Kupplungssatz;479;19396;2;0,0012;4;7;6;3;9;1;2;4;5;9
Kupplungssatz;479;11344;8;0,0049;4;4;2;2;3;1;0;3;3;2
Kupplungssatz;479;59317;6;0,0037;2;4;1;1;4;2;1;1;2;2
Kupplungssatz;479;10313;32;0,0197;2;2;1;1;2;0;1;2;2;2
Kupplungssatz;479;17743;46;0,0283;1;2;1;1;2;1;1;2;1;2
Kupplungssatz;479;8958;8;0,0049;1;8;4;0;4;0;0;1;4;3
Kupplungssatz;479;107485;42;0,0258;4;4;1;3;5;3;3;3;5;4
Kupplungssatz;479;112956;18;0,0111;3;4;3;4;3;0;2;3;3;3
Kupplungssatz;479;3413;2;0,0012;1;1;1;2;1;2;1;1;1;1
Kupplungssatz;479;18690;21;0,0129;6;6;5;6;7;0;0;6;7;6
Kupplungssatz;479;15640;50;0,0307;1;3;1;1;3;0;0;1;1;1
Kupplungssatz;479;133683;13;0,008;3;3;1;2;7;1;2;1;2;3
Kupplungssatz;479;19799;11;0,0068;2;3;2;2;3;0;0;2;3;3
Kupplungssatz;479;31536;195;0,1198;7;6;2;4;7;3;3;4;5;5
Kupplungssatz;479;106480;1;0,0006;0;1;2;1;6;0;0;0;0;2
Kupplungssatz;479;10814;16;0,0098;0;4;2;3;3;0;0;0;0;3
Kupplungssatz;479;15448;15;0,0092;0;3;1;4;3;0;0;0;2;3
Kupplungssatz;479;59947;1;0,0006;2;2;1;0;1;0;2;1;2;2
Kupplungssatz;479;17435;4;0,0025;2;2;0;4;2;0;1;0;0;1
Kupplungssatz;479;132587;2;0,0012;1;1;0;1;3;1;0;0;0;0
Kupplungssatz;479;18431;23;0,0141;1;2;1;1;4;1;1;2;2;1
Kupplungssatz;479;133516;1;0,0006;1;0;2;0;0;0;0;0;0;1
Kupplungssatz;479;15442;4;0,0025;3;6;4;5;9;0;0;2;6;6
Kupplungssatz;479;17442;3;0,0018;0;6;2;2;3;0;0;0;4;3
Kupplungssatz;479;12528;12;0,0074;1;4;1;5;3;0;0;1;3;4
Kupplungssatz;479;30864;1;0,0006;0;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;2332;2;0,0012;1;2;0;1;3;0;0;2;2;0
Kupplungssatz;479;32954;6;0,0037;4;7;2;3;6;3;3;4;5;4
Kupplungssatz;479;18245;7;0,0043;6;6;2;6;7;0;0;7;7;4
Kupplungssatz;479;7719;1;0,0006;1;0;1;1;0;1;0;1;1;1
Kupplungssatz;479;15581;1;0,0006;1;1;0;1;1;1;1;1;1;0
Kupplungssatz;479;32917;1;0,0006;0;3;1;3;1;0;0;0;0;2
Kupplungssatz;479;17873;2;0,0012;0;1;2;1;2;0;0;0;1;1
Kupplungssatz;479;17357;8;0,0049;1;3;3;2;7;0;2;3;5;4
Kupplungssatz;479;19972;3;0,0018;6;7;8;6;11;1;4;6;7;8
Kupplungssatz;479;118536;39;0,024;2;3;0;2;8;0;0;0;0;3
Kupplungssatz;479;139212;2;0,0012;1;3;0;2;6;1;1;0;0;3
Kupplungssatz;479;21897;7;0,0043;1;3;5;1;2;0;1;1;1;4
Kupplungssatz;479;5825;3;0,0018;2;2;2;0;1;0;0;2;2;2
Kupplungssatz;479;19692;15;0,0092;1;2;1;2;3;1;1;2;1;1
Kupplungssatz;479;19410;2;0,0012;1;8;2;3;5;0;1;0;2;5
Kupplungssatz;479;117710;4;0,0025;0;1;0;0;0;0;0;0;0;1
Kupplungssatz;479;17333;27;0,0166;1;1;1;1;3;1;1;2;2;2
Kupplungssatz;479;6303;17;0,0104;1;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;58360;5;0,0031;2;2;1;1;2;0;1;2;2;2
Kupplungssatz;479;145871;6;0,0037;0;3;2;2;4;0;0;0;1;1
Kupplungssatz;479;28284;2;0,0012;2;4;3;2;5;0;2;2;2;6
Kupplungssatz;479;17750;6;0,0037;1;1;1;1;1;2;1;0;1;1
Kupplungssatz;479;1790;21;0,0129;2;2;2;2;2;2;2;0;2;4
Kupplungssatz;479;19248;5;0,0031;4;2;1;2;2;5;1;0;2;3
Kupplungssatz;479;7933;4;0,0025;1;3;5;1;4;0;0;2;2;3
Kupplungssatz;479;19840;1;0,0006;4;3;3;3;2;4;2;0;0;2
Kupplungssatz;479;2044;2;0,0012;1;1;1;0;2;0;0;1;1;2
Kupplungssatz;479;118034;14;0,0086;0;1;0;1;0;0;0;0;0;1
Kupplungssatz;479;9005;2;0,0012;2;3;3;3;3;0;2;0;3;3
Kupplungssatz;479;129256;1;0,0006;1;2;0;0;0;0;0;0;0;0
Kupplungssatz;479;800294;1;0,0006;0;0;0;0;0;0;0;0;0;3
Kupplungssatz;479;56800;26;0,016;2;5;1;3;10;1;2;1;2;3
Kupplungssatz;479;8288;1;0,0006;1;2;1;2;5;1;0;2;2;3
Kupplungssatz;479;31671;7;0,0043;1;2;2;1;4;0;0;0;3;3
Kupplungssatz;479;8730;2;0,0012;1;2;2;1;2;0;0;2;1;2
Kupplungssatz;479;33791;2;0,0012;2;2;1;2;3;1;0;0;1;3
Kupplungssatz;479;17291;2;0,0012;0;1;1;1;3;0;0;0;2;2
Kupplungssatz;479;33681;2;0,0012;0;3;0;1;1;0;1;0;0;2
Kupplungssatz;479;33410;1;0,0006;0;2;1;2;4;0;0;1;0;3
Kupplungssatz;479;22547;13;0,008;0;6;3;3;8;0;0;1;0;4
Kupplungssatz;479;57362;2;0,0012;2;3;2;0;4;0;0;0;2;4
Kupplungssatz;479;126685;10;0,0061;1;1;1;1;3;1;1;1;1;1
Kupplungssatz;479;24885;1;0,0006;0;0;0;1;0;0;0;0;0;0
Kupplungssatz;479;19708;21;0,0129;3;7;7;7;4;0;0;2;11;9
Kupplungssatz;479;121226;4;0,0025;0;6;0;3;4;0;0;0;0;4
Kupplungssatz;479;14733;6;0,0037;1;4;4;4;5;0;0;2;3;3
Kupplungssatz;479;100453;1;0,0006;3;2;1;2;2;0;0;0;2;1
Kupplungssatz;479;33074;10;0,0061;1;1;2;1;1;1;1;1;1;2
Kupplungssatz;479;23232;4;0,0025;4;8;4;4;6;0;3;3;3;10
Kupplungssatz;479;2245;1;0,0006;2;2;3;2;6;1;0;3;3;2
Kupplungssatz;479;33676;2;0,0012;1;1;1;1;3;1;1;2;1;1
Kupplungssatz;479;18015;12;0,0074;3;4;4;2;8;2;1;2;5;3
Kupplungssatz;479;124833;1;0,0006;3;2;1;1;7;2;1;0;2;3
Kupplungssatz;479;100043;3;0,0018;0;3;2;1;6;0;1;0;0;5
Kupplungssatz;479;18784;11;0,0068;2;2;2;2;4;1;2;4;2;3
Kupplungssatz;479;108282;1;0,0006;0;0;0;0;0;0;0;0;1;0
Kupplungssatz;479;59638;1;0,0006;0;1;2;1;0;0;0;0;0;0
Kupplungssatz;479;53215;1;0,0006;0;0;0;0;2;0;0;0;0;0
Kupplungssatz;479;58666;1;0,0006;2;3;2;2;4;1;0;3;5;3
Kupplungssatz;479;59724;4;0,0025;2;3;0;2;2;0;0;2;0;4
Kupplungssatz;479;58186;1;0,0006;1;2;1;1;4;0;0;0;0;0
Kupplungssatz;479;106416;7;0,0043;0;2;1;1;5;0;2;0;2;3
Kupplungssatz;479;17990;2;0,0012;1;2;1;1;2;1;1;2;2;1
Kupplungssatz;479;57297;2;0,0012;0;2;0;2;1;0;0;0;0;1
Kupplungssatz;479;10041;4;0,0025;2;2;3;2;4;2;0;3;2;3
Kupplungssatz;479;11212;3;0,0018;7;6;8;6;14;1;2;4;12;6
Kupplungssatz;479;113899;1;0,0006;1;3;0;2;4;1;0;0;1;2
Kupplungssatz;479;24201;1;0,0006;3;7;5;0;5;1;0;2;6;2
Kupplungssatz;479;16019;2;0,0012;1;1;0;1;1;0;0;1;1;3
Kupplungssatz;479;107564;1;0,0006;1;3;1;3;5;0;2;1;0;8
Kupplungssatz;479;18289;1;0,0006;0;1;0;0;2;0;0;1;0;2
Kupplungssatz;479;56118;9;0,0055;0;2;3;0;0;0;0;0;0;0
Kupplungssatz;479;13933;1;0,0006;4;4;1;4;4;3;3;2;3;3
Kupplungssatz;479;4624;4;0,0025;0;3;1;0;0;0;0;1;1;1
Kupplungssatz;479;7713;1;0,0006;2;6;6;6;9;2;3;1;6;7
Kupplungssatz;479;27989;1;0,0006;0;2;2;1;1;0;1;0;0;1
Kupplungssatz;479;17232;3;0,0018;0;2;1;1;2;0;0;0;1;1
Kupplungssatz;479;32890;2;0,0012;3;5;3;3;4;0;0;0;2;7
Kupplungssatz;479;33592;1;0,0006;1;2;1;1;5;1;1;0;2;2
Kupplungssatz;479;5853;156;0,0958;7;6;1;4;7;3;3;4;5;5
