GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
1561;"2026/2";"Switzerland";21;"VALEO";"851381";2
1561;"2026/2";"Nordic";6558;"AIC";"54130";2
1561;"2026/2";"West Europe";4603;"ELECTRIC LIFE";"ZRHY29L";1
1561;"2026/2";"SEE";4720;"PMM";"BI70092L";1
1561;"2026/2";"EEU";4849;"Ac Rolcar";"014590";1
1561;"2026/2";"EEU";4849;"Ac Rolcar";"018101";1
1561;"2026/2";"EEU";4849;"Ac Rolcar";"018103";1
1561;"2026/2";"Germany";21;"VALEO";"850573";16
1561;"2026/2";"ROW";403;"MAXGEAR";"500436";1
1561;"2026/2";"SEE";101;"FEBI BILSTEIN";"175586";10
1561;"2026/2";"West Europe";4721;"MIRAGLIO";"301227";4
1561;"2026/2";"Croatia";4389;"MAX";"WSK125R";3
1561;"2026/2";"Nordic";403;"MAXGEAR";"500129";1
1561;"2026/2";"Nordic";403;"MAXGEAR";"500477";3
1561;"2026/2";"Germany";95;"MAGNETI MARELLI";"350103823000";7
1561;"2026/2";"Germany";4585;"DOGA";"101581";2
1561;"2026/2";"Croatia";36;"VAN WEZEL";"2740261";5
1561;"2026/2";"Croatia";4389;"MAX";"WCT148L";7
1561;"2026/2";"Croatia";4389;"MAX";"WVW101R";2
1561;"2026/2";"Croatia";4721;"MIRAGLIO";"301175";1
1561;"2026/2";"Croatia";6558;"AIC";"56300";8
1561;"2026/2";"Spain";35;"LEMFÖRDER";"60390090";5
1561;"2026/2";"Spain";35;"LEMFÖRDER";"60801040";1
1561;"2026/2";"Spain";35;"LEMFÖRDER";"60802300";2
1561;"2026/2";"SEE";4720;"PMM";"BI70244L";2
1561;"2026/2";"SEE";4720;"PMM";"BI90662L";2
1561;"2026/2";"SEE";4720;"PMM";"BI90662R";1
1561;"2026/2";"West Europe";403;"MAXGEAR";"280273";1
1561;"2026/2";"SEE";35;"LEMFÖRDER";"60805790";1
1561;"2026/2";"Austria";4389;"MAX";"WPG127R";1
1561;"2026/2";"Croatia";6558;"AIC";"50510";2
1561;"2026/2";"SEE";4720;"PMM";"BI25104L";1
1561;"2026/2";"Germany";21;"VALEO";"850643";21
1561;"2026/2";"Croatia";36;"VAN WEZEL";"1514262";1
1561;"2026/2";"Croatia";36;"VAN WEZEL";"1636225";4
1561;"2026/2";"Croatia";301;"TOPRAN";"108668";4
1561;"2026/2";"Croatia";4389;"MAX";"WBM103L";2
1561;"2026/2";"Croatia";4389;"MAX";"WFT204R";2
1561;"2026/2";"Croatia";4389;"MAX";"WRN105R";3
1561;"2026/2";"Croatia";4389;"MAX";"WRN163R";1
1561;"2026/2";"Croatia";4389;"MAX";"WST112R";5
1561;"2026/2";"Croatia";6558;"AIC";"52209";3
1561;"2026/2";"Slovenia";4389;"MAX";"WBM252L";6
1561;"2026/2";"Slovenia";4389;"MAX";"WME151R";1
1561;"2026/2";"Slovenia";4389;"MAX";"WPG116L";1
1561;"2026/2";"Slovenia";4389;"MAX";"WVW132R";1
1561;"2026/2";"Croatia";4849;"Ac Rolcar";"017287";1
1561;"2026/2";"EEU";4623;"SAMPA";"204155";1
1561;"2026/2";"EEU";4389;"MAX";"WRN163R";2
1561;"2026/2";"Portugal";4719;"LIFT-TEK";"LTRN40L";2
1561;"2026/2";"Austria";4657;"ABAKUS";"130053066";1
1561;"2026/2";"Nordic";403;"MAXGEAR";"500211";1
1561;"2026/2";"Germany";162;"VAICO";"V101855";2
1561;"2026/2";"Germany";21;"VALEO";"861263";2
1561;"2026/2";"Germany";36;"VAN WEZEL";"0646268";39
1561;"2026/2";"SEE";4720;"PMM";"BI24092L";1
1561;"2026/2";"Nordic";101;"FEBI BILSTEIN";"180250";1
1561;"2026/2";"Nordic";403;"MAXGEAR";"500308";3
1561;"2026/2";"Nordic";4849;"Ac Rolcar";"011704";1
1561;"2026/2";"SEE";4720;"PMM";"BI11062L";5
1561;"2026/2";"SEE";4720;"PMM";"BI62232L";1
1561;"2026/2";"N";95;"MAGNETI MARELLI";"350103134700";2
1561;"2026/2";"N";4585;"DOGA";"100698";2
1561;"2026/2";"Croatia";301;"TOPRAN";"111257";3
1561;"2026/2";"Croatia";36;"VAN WEZEL";"7606262";2
1561;"2026/2";"Croatia";355;"DT Spare Parts";"463372";5
1561;"2026/2";"Croatia";4389;"MAX";"WPG122L";2
1561;"2026/2";"Croatia";4389;"MAX";"WRN158L";2
1561;"2026/2";"Croatia";6558;"AIC";"54092";2
1561;"2026/2";"Germany";95;"MAGNETI MARELLI";"350103170041";7
1561;"2026/2";"West Europe";21;"VALEO";"851646";1
1561;"2026/2";"West Europe";36;"VAN WEZEL";"0905262";1
1561;"2026/2";"Romania";95;"MAGNETI MARELLI";"350103725000";2
1561;"2026/2";"Romania";101;"FEBI BILSTEIN";"175796";1
1561;"2026/2";"Croatia";36;"VAN WEZEL";"0302261";2
1561;"2026/2";"West Europe";4603;"ELECTRIC LIFE";"ZRAA49R";4
1561;"2026/2";"West Europe";4603;"ELECTRIC LIFE";"ZRFT709L";1
1561;"2026/2";"Slovenia";4389;"MAX";"WCT119L";3
1561;"2026/2";"SEE";355;"DT Spare Parts";"672101";1
1561;"2026/2";"West Europe";36;"VAN WEZEL";"0502262";1
1561;"2026/2";"Austria";35;"LEMFÖRDER";"64801790";1
1561;"2026/2";"Austria";36;"VAN WEZEL";"1624264";9
1561;"2026/2";"Austria";36;"VAN WEZEL";"4362266";7
1561;"2026/2";"Austria";78;"KLOKKERHOLM";"00261801";1
1561;"2026/2";"Austria";94;"METZGER AUTOTEILE";"2160143";1
1561;"2026/2";"Austria";94;"METZGER AUTOTEILE";"2160144";1
1561;"2026/2";"Austria";95;"MAGNETI MARELLI";"350103106000";1
1561;"2026/2";"Austria";4603;"ELECTRIC LIFE";"ZRFR720L";2
1561;"2026/2";"Austria";4938;"FAST";"FT01522";1
1561;"2026/2";"Germany";36;"VAN WEZEL";"3750261";4
1561;"2026/2";"Germany";101;"FEBI BILSTEIN";"24139";1
1561;"2026/2";"Germany";162;"VAICO";"V106321";5
